salary;age;elevel;car;zipcode;credit;brand
34216,9400909424;25;1;5;1;622,79; 
58298,26238;29;3;18;7;583,07;Belkin
127392,404;55;2;12;3;764,97;Elago
82841,78822;55;2;18;3;650,46;Belkin
100982,4279;79;2;8;3;700,16;Elago
79894,7269051489;42;2;7;6;552,56; 
128662,475695559;33;4;1;6;731,19; 
67202,18006;31;3;3;2;669,69;Belkin
63001,2419110448;29;2;5;0;526,83; 
116184,3174;57;3;20;5;775,37;Belkin
67851,57763;23;2;3;0;645,5;Elago
61813,7638347277;20;2;1;0;589,06; 
103896,533208519;60;3;13;1;746,09; 
78243,1831138723;37;3;9;6;581,25; 
113006,868;77;2;7;1;696,16;Belkin
120736,9636;43;3;17;4;643,85;Belkin
55767,06308;60;2;3;4;599,59;Belkin
140126,171948751;56;3;11;8;814,28; 
45665,19235;75;1;8;3;611,23;Belkin
123885,4105;56;3;13;8;670,55;Elago
40299,19557;47;2;20;8;622,41;Elago
114267,2888;80;2;13;2;774,22;Elago
132801,154310161;56;3;17;4;750,35; 
156701,080604425;55;4;1;3;668,31; 
137419,444347138;43;2;19;4;739,01; 
46670,3202198348;48;2;3;3;639,1; 
97857,3617314961;61;2;14;2;612,12; 
65694,01376;55;3;17;5;629,67;Elago
117084,1924;65;3;13;4;692,14;Belkin
128867,4982;39;3;16;0;784,93;Elago
38684,30988;31;2;1;3;576,47;Elago
77491,61275;36;2;1;3;591,9;Belkin
121603,0388;73;2;2;0;715,39;Belkin
96839,44554;53;2;14;4;710,39;Belkin
67512,9007;72;2;1;5;575;Belkin
58574,7667060565;72;2;3;6;642,98; 
59053,59045;58;3;5;2;592,06;Belkin
125796,5011;57;2;13;7;739,58;Belkin
75061,43052;65;3;12;6;535,34;Belkin
79664,3906124516;42;3;17;0;602,84; 
39581,97771;27;2;20;2;519,1;Elago
28500,51039;64;2;8;2;498,28;Belkin
128775,435270085;61;2;6;4;708,19; 
46801,29544;33;2;4;4;654,31;Elago
110012,8587;41;3;13;5;765,31;Belkin
69473,61524;25;2;16;7;656,74;Elago
131032,0131;53;3;14;1;760,76;Elago
25894,00376;45;1;19;4;459,13;Elago
157259,165299033;30;3;5;1;752,55; 
144917,4697;57;4;1;0;747,12;Elago
35241,54212;25;1;3;7;589;Elago
143894,8371;25;3;11;1;664,96;Elago
141449,193;43;4;7;4;784,28;Elago
131573,4061;52;2;9;2;800,64;Elago
95999,61001;66;2;4;6;674,88;Belkin
75621,39612;61;3;6;7;594,12;Elago
48550,04889;27;2;6;8;544,65;Elago
50918,629973429;49;2;7;0;550,59; 
147876,475624424;20;4;11;3;775,19; 
77873,0056945077;43;2;19;1;702,77; 
36444,86481;50;1;5;3;614,74;Elago
46173,34605;53;1;10;7;585,18;Elago
63223,8928;65;1;19;7;564,67;Elago
86383,08349;76;2;16;4;605,53;Elago
105841,5008;45;3;14;1;662,89;Belkin
106026,1636;73;2;5;3;702,65;Belkin
49798,20063;60;1;3;0;615,56;Belkin
109863,33460623;45;3;2;4;702,44; 
25857,54293;80;1;7;3;454,74;Belkin
99080,4011;68;3;4;6;587,19;Elago
62097,208480899;20;3;17;3;502,94; 
58353,19031;46;2;19;1;540,88;Elago
117292,1363;70;2;2;6;674,47;Elago
77253,8346435476;62;2;18;3;679,21; 
141174,493;48;3;16;8;685,54;Elago
85140,33195;66;3;3;5;674,55;Belkin
54566,27587;69;2;7;5;492,82;Elago
52138,16018;49;2;15;5;591,55;Elago
149900,345322084;35;3;4;5;805,43; 
74451,21164;32;2;6;6;688,2;Belkin
106557,1928;56;3;4;5;638,18;Belkin
42875,09943;67;2;3;7;498,98;Elago
116477,6457;68;4;10;5;712,86;Elago
130327,058761763;61;3;19;3;748,75; 
149841,147699866;72;2;12;7;661,93; 
80309,12607;68;3;3;5;591,87;Belkin
89947,66838;72;3;10;5;618,45;Elago
58015,268546767;60;2;20;0;548,6; 
94998,07413;73;2;20;8;692,06;Elago
140397,811875124;62;4;8;3;750,59; 
32399,36033;28;2;17;4;527,63;Elago
72948,90025;33;2;5;1;655,77;Belkin
95780,2503282878;40;3;9;0;671,16; 
38636,7103009161;26;2;17;8;566,24; 
103097,3636;24;2;14;5;598,04;Elago
132089,576404034;78;3;14;0;747,74; 
69870,69098;49;2;6;6;544,62;Elago
59696,4649875696;23;2;18;3;604,56; 
61632,22878;24;2;8;2;511,66;Belkin
115223,93000837;75;3;20;5;595,81; 
63655,7798519605;27;2;8;3;653,74; 
150000;66;3;8;7;779,93;Elago
101090,620709501;64;3;20;8;671,13; 
42985,7774554406;24;2;3;7;551,75; 
50992,3745480874;29;1;12;8;640,5; 
111680,8486;24;2;2;4;721,5;Elago
106208,6438;61;3;20;3;634,05;Belkin
70917,9914492251;51;1;10;1;638,94; 
112471,3817;24;2;2;2;712,69;Elago
129165,1236;53;3;12;7;708,79;Elago
76439,03507;49;3;6;5;710,23;Belkin
97674,68559;37;2;10;6;681,28;Elago
134016,2404;51;3;4;1;756,65;Elago
110025,3325;20;2;6;0;674,66;Elago
65626,37754;25;2;10;7;534,1;Elago
102744,318790028;28;3;3;8;655,38; 
72839,60477;53;1;5;8;595,01;Elago
83458,0333293898;26;2;10;6;612,54; 
22952,18937;41;1;18;3;582,81;Elago
128510,2701;25;4;20;0;731,24;Elago
34201,44405;38;1;18;1;555,06;Elago
31859,72518;31;1;15;4;480,99;Elago
113547,249492209;70;2;16;6;765,57; 
90553,4665510182;59;3;15;4;680,03; 
124273,9218;51;2;14;0;765,13;Belkin
143054,180824008;23;3;13;7;706; 
102330,4271;43;2;4;8;591,17;Elago
39938,41905;55;1;6;3;575,11;Elago
132238,905860615;40;3;19;0;716,11; 
121188,6814;68;3;14;2;648,38;Elago
74232,83281;80;2;7;7;692,76;Belkin
44111,0365342867;47;2;15;2;625,56; 
119784,2002;55;3;9;7;672,46;Belkin
109352,701805983;46;3;12;0;706,63; 
36114,89903;80;2;6;5;460,45;Belkin
101149,508755449;77;2;8;6;692,39; 
134871,132;58;3;8;0;784,47;Belkin
101313,862765509;67;2;2;4;730,47; 
71609,35588;74;2;6;5;655,65;Belkin
135406,466268109;64;3;8;0;800,02; 
158326,881117749;59;4;1;0;749,42; 
26877,8571319207;77;1;20;2;542,39; 
120238,215498806;80;2;5;5;738,29; 
51208,12608;79;2;15;3;489;Elago
119192,5941;73;3;17;6;783,48;Belkin
77899,12434;36;3;1;6;683,53;Belkin
98051,66889;61;3;14;2;592,17;Belkin
128183,3726;35;2;14;7;683,08;Elago
86372,02555;75;3;14;1;597,07;Belkin
63940,7366067026;52;1;15;5;532,45; 
45730,67678;22;1;8;4;566,47;Elago
138853,0113487;39;2;7;1;652,52; 
35319,08831;39;1;20;0;563,98;Elago
80265,81256;70;3;15;4;659;Elago
50243,86363;62;1;5;7;552,15;Belkin
31392,28755;24;1;3;7;622,1;Elago
73218,63802;23;2;7;4;565,79;Elago
150685,953582375;43;4;1;7;659,76; 
37814,0853806897;45;1;20;4;480; 
20000;76;1;7;8;547,66;Belkin
36227,14217;49;2;20;4;498,5;Elago
48181,32118;67;2;10;2;647,78;Belkin
64774,64415;52;2;4;0;637,53;Elago
101624,0683;66;2;6;7;680,3;Elago
27952,84383;39;1;18;3;525,48;Elago
38449,6427862025;44;1;12;4;603,06; 
78273,53795;21;3;13;3;703,7;Belkin
88449,89996;22;2;16;7;588,46;Elago
63383,68426;53;2;8;2;546,42;Elago
52882,22781;63;2;20;3;582,77;Belkin
78110,24604;58;2;17;8;601,16;Belkin
85179,4213;58;3;19;5;590,17;Belkin
47699,8026823486;66;1;15;7;482,61; 
135959,286268512;46;4;7;1;656,53; 
61734,5825842345;80;1;4;8;652,42; 
104222,9482;73;2;3;5;622,81;Belkin
49852,6273620994;69;2;15;3;544,65; 
23337,39341;37;2;15;4;597,78;Elago
32856,13754;64;1;20;5;463,98;Belkin
95778,2683288209;58;2;2;8;635,67; 
92029,4902051316;78;3;3;1;731,12; 
150000;46;4;1;8;781,54;Elago
130808,7052;71;3;4;5;671,14;Elago
72763,91107;33;3;20;2;531,92;Belkin
97309,55564;79;3;2;8;631,08;Belkin
111670,2267;74;2;6;3;628,83;Elago
48007,7573835767;62;2;8;1;534,5; 
143395,537674423;62;3;1;2;815,89; 
49480,10439;63;2;20;4;513,19;Elago
143826,1481;74;4;1;8;711,93;Belkin
27783,10551;39;1;15;8;588,91;Elago
58068,4068090338;76;2;3;8;556,8; 
110422,6742;54;3;12;2;690,03;Belkin
128667,6277;51;3;4;3;799,59;Belkin
98940,8445844847;65;3;12;7;577,96; 
82077,819950062;77;2;4;7;584,4; 
159587,544055758;49;3;13;8;746,45; 
111334,9014;32;3;3;7;734,26;Elago
148692,6127;67;3;13;0;785,65;Belkin
115147,8825;49;3;10;6;744,12;Belkin
140414,6399;26;3;4;8;775,23;Elago
141753,2106;47;3;3;3;700,16;Elago
78054,7137924603;45;2;10;7;709,6; 
53184,51219;75;1;16;8;514,99;Belkin
119523,3898;33;4;16;3;695,34;Elago
60978,10856;42;3;1;7;576,96;Elago
82893,42192;71;2;3;4;541,87;Elago
123611,287;61;4;17;4;789,47;Belkin
47381,20309;20;2;8;6;528,98;Elago
48982,0510956003;48;1;12;7;583,55; 
86242,63475;22;3;10;4;622,85;Elago
93299,0976439569;63;2;5;3;660,67; 
122817,0148;74;4;12;6;782,17;Elago
43012,44529;61;1;5;0;486,7;Belkin
58611,6292179504;32;2;8;7;657,65; 
20000;64;2;18;0;526,3;Belkin
97241,5436;24;2;5;0;743,88;Belkin
127842,138859222;60;3;13;1;655,19; 
47858,47099;72;1;20;6;508,97;Belkin
135361,927671736;31;3;6;1;781,14; 
47945,79985;40;1;6;5;475,94;Elago
136027,1927;35;3;13;7;761,6;Elago
68553,7993;76;2;18;1;610,67;Belkin
27720,13646;66;2;17;2;618,1;Belkin
78135,95379;69;2;18;3;605,02;Belkin
65775,92548;62;2;1;1;585,16;Belkin
126961,7813;57;3;16;7;690,11;Belkin
77104,55083;64;2;19;8;614,18;Belkin
28367,2926732295;22;1;8;8;485,35; 
75844,27339;41;2;2;7;605,42;Elago
106197,5924984;30;3;5;6;748,2; 
67238,90761;51;1;7;2;542,04;Elago
49651,8037057612;44;2;20;6;489,31; 
103429,6124;39;3;6;8;743,62;Elago
64197,7520777416;24;1;8;2;615,2; 
42342,55753;40;1;8;5;525,39;Elago
84812,21718;38;2;16;2;638,09;Belkin
23235,84583;75;2;17;6;565,04;Elago
72501,1192272208;59;2;7;1;554,09; 
31729,66456;72;2;15;8;607,31;Belkin
105383,12058425;32;3;14;1;637,94; 
23356,55111;38;1;18;4;579,64;Elago
112876,8077;30;2;19;1;630,4;Elago
80324,01773;76;3;5;3;540,37;Belkin
126361,7476;42;3;10;8;763,53;Belkin
56062,22678;63;1;7;6;491,25;Belkin
137265,603969077;27;3;2;4;788,37; 
112336,7869;72;2;9;1;690,45;Belkin
87450,0557716309;67;2;7;2;657,35; 
96409,01483;22;2;6;2;671,51;Elago
37068,7739934955;59;2;20;2;634,78; 
129075,398595834;20;3;19;5;668,52; 
59423,98933;69;2;17;8;498,37;Belkin
118339,092;51;2;14;6;709;Belkin
94731,64783;58;2;2;2;629,4;Belkin
108946,2383;31;3;6;8;593,71;Elago
78238,12041;70;3;8;0;562,13;Belkin
23819,54845;45;2;18;4;514,45;Elago
81067,9496101902;75;2;4;0;703,23; 
58674,49279;57;2;3;2;634,02;Belkin
43065,72807;20;1;20;4;488,08;Elago
39738,2786090628;64;1;4;6;627,73; 
141334,217004682;69;2;11;4;666,62; 
68719,7274071297;25;3;7;6;546,66; 
100599,382652613;53;3;13;4;619,07; 
43575,06615;59;2;8;1;635,7;Belkin
102714,833711408;80;2;7;5;667,22; 
26825,89805;32;1;19;4;537,63;Elago
122256,234891926;34;2;19;4;720,48; 
90376,36658;79;2;6;0;631,87;Belkin
119328,8468;71;2;17;8;745,87;Belkin
116823,173387183;56;2;16;3;645,25; 
123729,1136;48;3;4;5;631,4;Belkin
139259,4398;40;3;5;8;760,79;Elago
90068,01537;55;3;18;8;596,07;Belkin
72115,35697;77;3;15;0;669,16;Belkin
32561,2692948684;68;1;17;8;598,84; 
66310,7078271572;41;3;5;6;543; 
142560,398436587;25;4;11;7;672,09; 
142546,212144462;49;4;3;3;769,57; 
77387,68856;45;2;20;7;640,56;Belkin
27012,45379;48;2;12;7;616,04;Elago
83480,76569;58;3;8;8;636,2;Belkin
23412,28337;59;1;20;8;490,65;Elago
36439,84521;73;1;6;2;556,92;Belkin
102875,812326755;47;2;4;6;583,67; 
39713,13338;25;1;20;5;522,07;Elago
73947,87938;71;3;3;4;562,7;Belkin
129065,537344859;55;4;1;3;632,09; 
79580,54576;32;2;5;1;634,3;Belkin
69037,22101;22;3;15;1;553,38;Elago
71986,6482790774;56;2;7;6;570,02; 
58373,95254;45;2;10;8;548,07;Elago
44859,44794;54;1;8;7;475,9;Elago
105169,5457;58;3;13;1;607,96;Belkin
82334,5806;35;2;7;3;629,51;Belkin
149254,9339;68;3;19;3;735,78;Belkin
122408,228;30;4;2;4;638,03;Elago
93801,9282;66;2;13;1;730,96;Elago
57584,8096068793;66;2;20;1;495,05; 
95156,585554561;59;2;7;1;674,52; 
71171,3828502675;69;3;7;7;534,47; 
112387,8335;61;3;8;6;766,04;Elago
96640,72623;41;2;9;1;575,33;Belkin
47732,81732;71;1;10;1;534,87;Elago
119870,3803;44;2;3;6;715,05;Belkin
57119,8485980378;27;2;10;2;675,5; 
51545,83381;76;2;4;6;523,8;Belkin
66729,29487;62;2;4;7;522,13;Belkin
33991,28753;21;2;7;7;551,07;Elago
119388,435763246;67;3;14;1;607,38; 
94908,33489;69;2;17;8;577,59;Belkin
36230,51749;48;2;7;2;456,92;Elago
88520,74555;24;2;2;1;727,51;Elago
75378,26838;49;2;19;6;561,1;Elago
39646,4275066832;20;1;10;4;633,44; 
91412,30535;80;2;12;4;712;Belkin
139306,3092;34;3;2;6;689,45;Elago
133787,2795;68;3;19;2;644,76;Elago
133565,608709939;62;3;5;2;803,37; 
107605,5747;25;2;2;4;672,83;Elago
126060,2434;65;3;3;0;727,71;Belkin
92043,4438733598;72;3;15;5;667,07; 
38088,4580197548;56;2;15;5;500,19; 
87691,78476;51;2;10;6;680,93;Belkin
118101,9772;36;2;13;0;642,79;Elago
124095,9612;52;4;4;6;737,98;Elago
53473,7068098037;75;1;7;7;649,05; 
130887,9006;23;3;20;0;652,71;Elago
59735,39764;21;1;3;3;624,79;Elago
134231,358;63;3;12;2;768,11;Belkin
63757,37386;47;2;18;7;547,17;Elago
109984,6542;51;3;12;2;597,56;Belkin
150432,916262805;72;4;1;5;702,55; 
142849,8704;45;3;11;8;699,77;Elago
141106,1204;76;3;7;2;760,84;Elago
21818,54038;63;1;20;5;460,04;Elago
43429,92039;34;2;10;5;636,1;Elago
119633,0048;34;3;13;4;700,89;Elago
25464,34418;60;2;15;6;579,81;Belkin
31007,3816440155;22;1;15;5;558,58; 
149973,4594;80;4;11;4;751,42;Elago
125826,7566;56;3;12;7;775,7;Elago
142628,203003826;23;3;19;7;713,56; 
138144,7044;45;3;20;6;769,13;Elago
125383,3215;68;4;5;3;792,86;Belkin
51217,7427693789;42;1;6;8;603,03; 
65396,86745;39;1;3;1;545;Elago
121282,3581;59;3;14;3;769,3;Belkin
81630,75363;71;3;12;6;570,23;Belkin
137428,9093;55;2;17;4;825,28;Elago
112779,0697;65;2;6;6;771,24;Belkin
82108,09884;68;3;19;6;706,39;Belkin
127684,0898;37;3;14;2;786,96;Elago
51738,34825;34;2;4;7;518,04;Elago
31576,3211022895;31;2;5;4;474,3; 
54356,63555;48;2;20;6;522,26;Elago
59918,4597680087;22;2;12;1;555,72; 
154598,575633245;35;3;11;3;782,52; 
132905,6146;25;3;3;1;691,29;Elago
56402,75863;22;2;8;1;564,65;Elago
140598,416222916;38;3;11;3;678,78; 
28983,32131;32;2;20;7;472,13;Elago
83061,6348788108;26;3;3;4;681,95; 
70302,53879;59;3;3;0;593,25;Belkin
24037,32289;25;2;15;3;507,53;Elago
124242,4812;38;4;20;1;785,45;Elago
155539,124848084;58;4;11;5;792,75; 
109358,818866067;54;3;1;5;596,12; 
30601,38487;66;2;18;5;601,18;Belkin
126099,394152539;26;2;4;3;625,79; 
20000;49;1;18;3;473,65;Elago
75630,1055061667;75;3;3;4;644,28; 
154741,895415597;45;3;11;0;673,17; 
87182,39108;47;2;18;3;556,77;Belkin
32799,03474;44;2;20;6;499,05;Elago
115843,949665484;43;3;14;1;725,98; 
48555,6508556406;67;3;5;7;588,15; 
63871,51129;71;1;17;3;589,52;Belkin
77325,31211;33;3;16;5;698,65;Belkin
84474,36376;67;2;2;4;610,83;Belkin
128141,0208;40;3;6;7;637,25;Elago
37691,89565;41;2;6;1;601,34;Elago
128364,056626753;68;2;2;4;688,42; 
132683,126127718;38;3;5;8;797,97; 
86621,75121;53;2;3;3;597,04;Belkin
155384,497608135;21;4;4;6;763,67; 
96787,44045;22;3;19;5;721,85;Elago
58919,64933;60;2;17;7;577,94;Belkin
86390,03547;63;3;5;2;697,94;Belkin
46073,14248;74;1;20;4;627,11;Belkin
136179,647;52;2;2;3;796,77;Elago
106401,446;45;3;3;6;665,04;Belkin
90004,58146;65;3;12;8;604,33;Elago
138856,122128358;59;4;10;4;695,3; 
138073,104218166;76;3;16;8;718,86; 
138341,540160905;63;4;1;5;672,51; 
48970,60266;44;3;3;2;658,41;Elago
116596,229201726;51;3;10;6;763,5; 
142633,7923;78;3;14;5;805,18;Belkin
48164,5673336945;20;2;7;8;659,84; 
113535,6769;38;2;20;4;660,9;Elago
88267,72274;44;3;17;5;726,43;Belkin
115257,8369;62;2;19;7;762,25;Belkin
59720,43148;63;3;6;5;620,84;Belkin
63093,3181;46;2;7;0;528,59;Elago
41930,6187477211;66;1;3;1;631,7; 
134271,3158;47;3;8;0;724,45;Elago
46764,49785;72;1;4;4;566,62;Belkin
123877,3358;22;3;1;5;713,73;Belkin
138173,329;55;2;13;6;786,31;Elago
94344,86442;55;3;20;4;582,58;Belkin
112473,5219;67;3;16;4;735,17;Elago
110827,309;50;3;19;5;643,47;Belkin
114623,316666638;26;3;17;7;705,19; 
61299,0810736034;57;2;18;1;576,37; 
109952,6866;22;3;5;7;713,51;Elago
68807,69526;50;1;16;1;695,83;Elago
83221,96044;32;2;2;1;659,56;Belkin
137593,9842;39;3;14;3;773,73;Elago
96689,21987;54;3;10;3;743,91;Elago
129600,4844;53;3;12;5;703,61;Elago
135168,5477;27;3;2;5;796,5;Elago
110669,405071318;60;3;1;1;744,21; 
145737,474704296;24;4;20;5;770,23; 
138214,834583908;58;4;1;3;714,28; 
33829,66149;51;1;18;8;523,09;Belkin
125068,722;69;4;1;4;643,22;Belkin
125510,806560697;50;3;14;3;761,94; 
130029,207750807;36;2;6;2;700,64; 
83267,49625;78;2;9;3;700,58;Elago
94509,1561046914;61;2;9;5;588,52; 
80169,1269061201;24;2;2;2;607,86; 
152207,591427023;38;4;1;5;787,79; 
109375,950388141;76;2;5;0;635,14; 
46430,25401;68;2;20;7;631,04;Belkin
115072,397986093;80;3;6;8;609,43; 
80695,228177082;79;3;20;7;650,25; 
121599,1924;62;3;16;0;781,79;Belkin
61641,3070270188;72;2;7;2;670,05; 
136571,0576;47;3;17;4;791,15;Elago
84964,19943;52;3;12;2;631,76;Belkin
125122,0232;56;3;2;0;777,48;Belkin
134609,1712;55;2;14;1;694,2;Elago
132774,2199;34;3;17;4;739,39;Elago
28896,36275;23;2;18;1;453,95;Elago
95222,60549;41;3;3;0;634,74;Belkin
21101,12525;77;1;18;6;557,9;Belkin
108492,8347;56;3;19;4;731,51;Elago
93286,6630542131;23;2;1;6;638,54; 
142641,5404;41;3;11;7;700,77;Elago
45746,0171256192;69;2;19;3;623,29; 
30207,4739804773;59;2;20;6;484,83; 
70585,11598;76;2;19;4;577,55;Elago
122716,7279;20;3;2;1;737,85;Elago
37256,08503;78;2;5;2;529,44;Belkin
152084,366710249;72;3;11;0;785,64; 
24861,80553;66;2;18;4;602,09;Belkin
44217,66357;27;1;19;6;500,14;Elago
20574,11119;74;1;15;0;534,07;Belkin
154679,592723734;48;3;1;2;787,28; 
104996,0206;70;3;12;4;737,28;Belkin
32476,32359;51;1;20;8;468,6;Elago
83736,5022222832;48;2;13;3;631,78; 
73437,5169193294;45;1;7;3;565,46; 
151013,829856108;60;4;1;8;696,48; 
114053,9422;27;3;5;3;688,44;Elago
107137,435421031;35;2;1;1;681,38; 
111248,061819981;45;2;13;4;709,61; 
37239,58778;78;1;4;2;540,98;Belkin
37910,1441;20;2;1;1;601,24;Elago
59083,8195069217;26;2;8;8;542,22; 
41992,23261;27;2;20;6;563,78;Elago
74787,7595;20;3;4;6;670,81;Belkin
58207,6504154704;30;2;20;8;520,12; 
90442,285606731;62;2;1;6;584,06; 
90726,1520048863;65;2;7;4;604,23; 
45770,5803029704;40;1;20;0;498,2; 
75841,682372003;24;3;9;4;708,22; 
20757,96787;48;1;15;6;432,28;Elago
60857,1853195309;54;2;19;1;545,68; 
52948,38082;57;2;7;8;655,42;Elago
23629,33779;46;1;18;7;535,77;Elago
37711,6547896653;54;1;8;0;488,71; 
40652,681760188;76;1;20;6;495,54; 
107685,5171;23;3;16;8;664,23;Elago
41106,43827;71;2;6;0;491,03;Belkin
90505,45445;62;3;6;6;636,9;Belkin
145890,7549;27;3;12;1;796,23;Elago
35021,9886150389;53;1;17;6;627,97; 
44133,81369;34;2;7;2;574,76;Elago
43803,96584;26;1;10;7;592,4;Elago
127817,3438;62;3;7;5;684,96;Belkin
150000;59;3;5;7;695,17;Belkin
115939,4931;47;3;9;3;760,13;Belkin
84993,015672029;65;2;12;8;680,24; 
71658,7462398846;66;3;7;2;544,99; 
139274,151479283;63;3;3;6;795,48; 
34285,2742358614;70;2;15;4;588,05; 
63077,13127;51;3;7;3;624,31;Elago
108321,699361015;76;3;9;3;733,23; 
150000;22;4;4;4;770,65;Elago
34609,09359;74;1;18;4;554,47;Elago
93465,88868;79;2;17;3;602,86;Belkin
29510,94823;54;2;18;8;533,77;Elago
64269,73586;34;2;7;4;513,78;Elago
131505,2974;51;3;6;3;786,72;Elago
139326,2841;21;2;9;6;664,8;Elago
64408,3894803772;51;1;20;4;517,74; 
129999,907;66;3;14;4;708,34;Elago
119492,7013;38;4;14;1;641,64;Belkin
44681,18581;43;1;19;8;481,95;Elago
81218,54193;23;3;12;0;716,94;Elago
64792,29735;34;2;12;3;611,55;Belkin
89137,34123;27;2;13;0;616,47;Belkin
32881,01014;67;1;3;1;583,44;Belkin
93692,9509601365;67;2;15;2;572,02; 
22378,87915;38;2;1;8;441,3;Elago
86059,61223;53;2;3;5;695,57;Belkin
30479,4186;43;2;20;0;516,24;Elago
92539,75251;80;3;3;7;576,33;Belkin
139032,0593;80;3;20;7;679,86;Belkin
90928,04652;62;3;16;5;737,56;Belkin
94527,18373;22;2;20;5;630,94;Elago
36921,51492;45;1;3;3;612,43;Elago
60095,40817;59;2;7;3;589,56;Belkin
53030,0614316033;51;2;16;3;660,03; 
70978,5181248178;27;3;5;3;687,99; 
129327,4802;60;2;14;3;783,91;Elago
142564,5221;46;4;1;8;759,57;Elago
47038,66895;37;2;20;4;483,75;Elago
88358,0187;35;2;15;4;573,12;Belkin
85263,99025;67;3;7;1;628,81;Belkin
128451,88416011;50;3;13;1;700,91; 
115216,7937;57;3;13;2;771,93;Elago
125776,12319267;64;2;3;2;775,39; 
40480,6698;31;2;3;2;546,86;Elago
101188,6031;64;3;9;4;664,73;Elago
73974,73994;24;2;17;5;590,17;Belkin
36383,29103;65;1;3;2;465,05;Belkin
103802,4531;74;3;19;5;743,24;Elago
34644,88874;45;2;15;7;592,17;Elago
87420,0590952504;23;3;15;3;549,17; 
23039,2511384024;76;2;18;5;580,74; 
28054,54783;74;2;15;6;568,82;Belkin
102628,9736;39;3;20;3;613,52;Belkin
24073,78764;59;1;18;8;560,99;Elago
79055,20726;20;2;2;3;629,76;Elago
47086,20488;38;1;8;6;586,15;Belkin
86486,6343;51;2;3;0;561,23;Belkin
82074,11619;52;3;7;2;549,54;Belkin
128463,5137;60;3;6;8;701,21;Belkin
86200,2118670709;65;3;3;5;669,5; 
138860,1354;56;3;20;7;812,18;Belkin
111214,213600126;54;3;16;0;727,8; 
26465,5475375969;59;2;15;2;564,75; 
78660,1367450152;26;3;12;7;606,82; 
67487,86901;36;2;4;3;542,66;Belkin
77121,16967;21;2;4;3;705,54;Elago
88956,40873;37;2;18;4;652,43;Belkin
105223,7508;51;2;14;3;690,17;Belkin
143379,7735;52;3;11;8;832,73;Elago
147862,3921;69;4;1;4;745,86;Belkin
135316,155537753;35;4;8;3;756,95; 
140541,6147;31;3;14;6;728,96;Elago
43176,15702;27;2;20;6;490,05;Elago
38348,14372;69;2;19;1;479,91;Belkin
129608,979773109;73;3;3;5;749,91; 
57977,1973402379;76;2;3;6;664,95; 
136374,5117;32;2;14;3;644,42;Elago
47129,85157;34;2;8;8;548,63;Elago
55703,3138023816;28;2;18;8;549,38; 
127953,647200359;79;2;2;1;641,34; 
107643,1662;44;3;3;1;747,07;Belkin
38989,32535;47;1;20;0;475,9;Elago
70595,9860224156;34;3;12;3;634,77; 
109044,3022;65;3;8;8;708,5;Belkin
135593,7553;69;3;13;8;656,27;Belkin
29920,7039;55;2;15;3;613,77;Elago
130049,0236;53;3;13;1;647,41;Elago
138975,2117;41;3;12;0;647,67;Elago
110143,522472995;47;3;9;0;768,19; 
63495,54036;21;2;12;6;609,69;Elago
53058,27664;53;3;20;0;586,95;Elago
66372,4558649332;58;1;7;3;616,34; 
97417,39135;53;3;6;0;615,04;Belkin
121100,0327;28;3;4;0;716,7;Elago
123099,7138;61;3;20;4;740,03;Elago
125257,4687;29;4;1;5;673,56;Elago
57150,2064599129;53;3;20;3;584,13; 
47803,21227;47;2;7;3;580,19;Elago
108840,040441915;35;3;10;3;731,99; 
55608,98196;20;2;6;8;597,59;Elago
150027,400215622;75;4;1;7;687,48; 
88044,8777757305;33;2;5;5;560,7; 
120818,8875;20;3;13;7;692,3;Elago
131203,5896;80;3;3;3;763,99;Belkin
34954,99635;73;2;18;1;478,55;Elago
43522,7085212079;74;1;19;1;521,63; 
46634,5798280843;38;3;8;3;523,17; 
63011,7945704999;37;3;4;3;658,78; 
140789,489111434;46;4;1;4;682,4; 
149294,3158;33;3;11;1;791,32;Elago
32633,38836;68;1;15;4;586;Elago
108108,5893;54;3;5;3;617,2;Belkin
94914,72505;66;3;13;7;567,03;Belkin
44902,85961;38;2;7;3;550,09;Elago
60683,1354;45;1;8;4;659,52;Elago
20000;45;1;20;3;485,15;Elago
27073,87428;22;1;15;6;520,58;Elago
96521,52528;31;2;3;2;737,61;Elago
95893,53057;79;2;14;2;734,68;Belkin
100192,994490092;25;2;16;8;622,52; 
149373,276841656;70;4;11;0;817,98; 
133643,3883;41;3;5;6;721,33;Elago
124159,779;77;3;1;4;717,23;Belkin
99994,86369;58;3;17;1;639,83;Belkin
35824,405838551;80;1;5;3;631,6; 
116484,846336668;51;2;16;4;682,56; 
83295,48185;68;3;20;5;683,54;Belkin
69383,5988;80;1;20;6;516,39;Belkin
64426,01789;80;2;10;1;652,13;Belkin
129443,8747;43;3;12;6;722,46;Elago
45143,66628;55;2;20;2;616,77;Elago
66887,4951;76;1;19;0;522,85;Belkin
51827,40209;56;2;5;5;581,64;Elago
99594,254386333;62;3;14;7;667,27; 
71974,0165678809;54;3;8;3;531,43; 
99307,32516;55;3;3;5;695,05;Belkin
84592,0796420243;75;2;4;4;549,12; 
150216,99918445;70;4;11;8;785,4; 
79709,08819;51;2;3;1;641,29;Belkin
53740,61667;63;2;20;5;517,05;Elago
32916,3260159923;57;1;8;0;532,18; 
